customer_number,segment,signup_date,postal_code
CUST006752,Business,11/19/2021,60601
 CUST006753 ,,2019/07/14,60540
CUST006754,Premium,16-Nov-2020,
CUST006755,,09-Dec-2017,N/A
 CUST006756 ,Mainstream,04-09-19,
CUST006757,Business,03/27/2019,60A123
CUST006758,Business,01/16/2021,60A123
CUST006759,Premium,04/29/2021,60A123
CUST006760,Premium,10/23/2019,
CUST006761,Premium,2017/07/16,60540
CUST006762,,2021-07-01,60601
cust006763,Value,05/04/2018,N/A
CUST006764,Value,10-01-17,60A123
CUST006765,Business,02-Dec-2021,60540
CUST006766,Business,2018/12/08,60601
CUST006767,,2020/10/14,N/A
CUST006768,,03-17-19,60A123
 CUST006769 ,Premium,2022/11/19,60540
CUST006770,Premium,11/13/2018,60540
cust006771,Mainstream,2020/09/06,60A123
CUST006772,Premium,2022/04/23,60540
CUST006773,Premium,03-20-19,
CUST006774,Premium,24-Jul-2019,60A123
CUST006775,Premium,02-17-21,N/A
 CUST006776 ,Business,12-Dec-2020,N/A
CUST006777,Mainstream,2020/04/03,
CUST006778,Business,2019/03/01,N/A
CUST006779,Premium,2022/02/09,60601
CUST006780,,16-Aug-2018,60540
CUST006781,Value,,60540
CUST006782,Premium,2017/10/22,60540
CUST006783,Premium,2020/03/12,60601
CUST006784,Mainstream,07/27/2019,60A123
CUST006785,Value,02-11-20,N/A
CUST006786,Business,2021/01/04,N/A
CUST006787,Premium,2022-06-30,N/A
cust006788,Premium,05-14-20,60A123
CUST006789,Value,05/23/2018,
CUST006790,,06-08-21,60540
CUST006791,Premium,2020/06/11,60601
CUST006792,Mainstream,10/16/2017,60A123
CUST006793,Business,06/02/2018,60540
CUST006794,Mainstream,2019/05/20,N/A
CUST006795,Mainstream,10-May-2021,60601
CUST006796,Premium,09-Nov-2022,N/A
CUST006797,Premium,15-May-2018,N/A
CUST006798,Business,2020-12-08,60601
CUST006799,Business,2022-01-28,60601
CUST006800,Premium,01/09/2021,60601
CUST006801,Mainstream,30-Jan-2022,60A123
CUST006802,Value,10/12/2022,60540
CUST006803,Mainstream,2019-01-03,60A123
CUST006804,,2018/02/27,
 CUST006805 ,Mainstream,,
CUST006806,Business,12-16-21,60540
cust006807,,2022-09-03,60A123
CUST006808,Business,09/05/2019,60540
CUST006809,Premium,2021/09/03,N/A
 CUST006810 ,Premium,2017-09-03,N/A
 CUST006811 ,,12/21/2018,
CUST006812,,2020-08-30,N/A
CUST006813,Premium,2020-01-31,60601
CUST006814,Mainstream,2018/03/27,
CUST006815,,2019/09/02,
CUST006816,Premium,2021/03/16,
CUST006817,Value,12-Aug-2021,60601
CUST006818,Value,05/11/2021,
CUST006819,Business,09-28-17,
cust006820,Business,2020/11/08,60A123
 CUST006821 ,Premium,05-19-19,60601
CUST006822,Value,08/02/2019,60A123
 CUST006823 ,Mainstream,08/24/2021,60601
CUST006824,Mainstream,04-10-18,60540
CUST006825,Mainstream,2018-05-10,60A123
 CUST006826 ,Mainstream,2021-03-23,60540
CUST006827,Business,06/22/2022,60540
CUST006828,Business,03-May-2018,
CUST006829,,2017/12/12,60A123
CUST006830,Premium,08-Apr-2022,60A123
CUST006831,Mainstream,2019-05-31,60A123
CUST006832,Mainstream,23-Apr-2021,60540
CUST006833,Business,05/27/2020,60540
CUST006834,Premium,09/22/2019,
CUST006835,Business,2018-02-22,60A123
CUST006836,Premium,2021/03/28,60540
CUST006837,Mainstream,24-Dec-2021,60601
CUST006838,Premium,24-Jun-2018,
CUST006839,Mainstream,2020/06/19,60540
CUST006840,Mainstream,10/15/2022,60A123
CUST006841,Value,12/12/2019,60601
CUST006842,Mainstream,12-23-20,N/A
CUST006843,Business,07/19/2018,
CUST006844,Value,12-08-19,N/A
CUST006845,,2019-05-29,
cust006846,Value,09/30/2021,60601
CUST006847,Value,2021-10-21,60601
CUST006848,,2022-04-15,
CUST006849,,27-Apr-2019,60540
CUST006850,Mainstream,15-Sep-2020,60540
CUST006851,Business,27-Sep-2022,60A123
CUST006852,,2021/01/03,60540
CUST006853,Mainstream,2018-03-04,60601
CUST006854,Premium,2018-04-30,N/A
CUST006855,Business,02/24/2020,60601
CUST006856,Value,22-Jun-2019,60601
CUST006857,,12/12/2017,60540
CUST006858,,2021/11/15,
CUST006859,Mainstream,2018-06-22,
CUST006860,Mainstream,12/03/2019,
CUST006861,Value,2021-08-15,N/A
CUST006862,Premium,01-Aug-2019,N/A
cust006863,Mainstream,29-Jul-2019,60A123
CUST006864,Business,01/02/2018,60601
CUST006865,Premium,2021/08/28,60601
CUST006866,Premium,10-30-20,60A123
CUST006867,,2018-06-27,
CUST006868,Mainstream,05-01-22,60540
CUST006869,Business,02/02/2018,60540
CUST006870,Business,2021/02/02,N/A
CUST006871,Value,10/12/2019,60A123
CUST006872,Mainstream,02/02/2020,60540
CUST006873,,05/29/2021,60540
CUST006874,Value,15-Jun-2018,60601
CUST006875,Value,30-Dec-2019,60540
CUST006876,Value,03/01/2018,60A123
CUST006877,Premium,07-Mar-2019,N/A
CUST006878,,2017-09-30,
CUST006879,Business,2020/06/23,N/A
cust006880,Premium,2020/06/02,60540
CUST006881,Premium,09/17/2022,60540
CUST006882,Premium,01-08-21,
CUST006883,Premium,05-Nov-2022,60540
CUST006884,Mainstream,29-Dec-2019,N/A
CUST006885,Mainstream,02-26-21,60A123
CUST006886,Mainstream,,60540
CUST006887,,09/06/2017,N/A
CUST006888,Premium,29-Sep-2017,60540
CUST006889,Premium,04/16/2022,60A123
CUST006890,Premium,20-Nov-2019,60540
cust006891,,16-Sep-2021,60540
CUST006892,Value,25-Nov-2017,60540
CUST006893,Business,08-06-19,N/A
CUST006894,Business,07-12-19,60A123
cust006895,Value,2022-05-24,60A123
CUST006896,Business,2021-12-15,60540
CUST006897,Value,2021/11/15,60601
 CUST006898 ,Premium,03/27/2021,N/A
CUST006899,Business,06-16-19,N/A
cust006900,Value,2021-04-25,60601
CUST006901,Value,2020-08-06,N/A
CUST006902,Premium,2018/12/12,
CUST006903,,03-01-18,
CUST006904,Premium,2017-12-27,60601
CUST006905,Premium,08/03/2021,60540
CUST006906,Business,10/01/2019,
CUST006907,Premium,06-01-21,60601
CUST006908,Premium,2022-09-04,N/A
CUST006909,Business,2022/05/24,60601
CUST006910,Mainstream,2022/02/04,N/A
CUST006911,Mainstream,2021/05/01,60540
CUST006912,Mainstream,,60540
CUST006913,,02-Aug-2020,60540
CUST006914,Business,31-Oct-2018,N/A
CUST006915,Mainstream,22-Jan-2020,N/A
CUST006916,Mainstream,,N/A
CUST006917,Business,30-Sep-2021,60601
CUST006918,,04-17-19,60A123
CUST006919,,12-Jun-2021,60540
CUST006920,Business,05/06/2020,
CUST006921,Premium,2018-11-01,
 CUST006922 ,,19-Jul-2019,60540
CUST006923,Mainstream,15-Jul-2018,60601
CUST006924,Mainstream,11-13-22,60A123
CUST006925,Premium,12-19-21,N/A
CUST006926,Mainstream,2021-12-24,60540
CUST006927,,2020/08/21,60601
CUST006928,Mainstream,05/21/2020,
CUST006929,Value,2021-07-17,60601
CUST006930,,06/12/2020,60A123
CUST006931,Mainstream,2017/10/26,60540
CUST006932,Mainstream,11/13/2017,
CUST006933,Premium,2019-11-01,60A123
CUST006934,Premium,07/23/2017,60540
CUST006935,Mainstream,24-Apr-2018,60601
cust006936,Mainstream,01/30/2019,N/A
CUST006937,Value,08-24-21,60601
CUST006938,,12-Aug-2021,
CUST006939,Business,2018-04-01,
CUST006940,Premium,2018/02/28,60540
CUST006941,Value,08-Dec-2021,60601
CUST006942,Mainstream,2022/02/17,60601
CUST006943,Premium,06-09-19,60A123
CUST006944,Business,01/02/2019,60A123
CUST006945,Business,2019/11/28,60540
CUST006946,Business,2018-08-12,60601
CUST006947,Mainstream,2021-02-08,
CUST006948,,23-Dec-2017,
CUST006949,Business,12/14/2019,60A123
CUST006950,,01-19-19,60540
CUST006951,,02/28/2021,60A123
CUST006952,Business,04-03-20,60A123
CUST006953,Premium,11/26/2021,60601
CUST006954,Mainstream,09/28/2017,N/A
CUST006955,Premium,2022-07-28,60A123
CUST006956,Value,09-13-22,N/A
CUST006957,Premium,12-Sep-2017,N/A
CUST006958,Value,,60601
CUST006959,,2020/10/14,N/A
CUST006960,Premium,19-Sep-2022,60601
CUST006961,Mainstream,05/12/2019,N/A
CUST006962,Mainstream,08-Aug-2019,N/A
CUST006963,Value,09/12/2019,60601
CUST006964,Business,19-Jul-2021,60601
CUST006965,Mainstream,02-Apr-2020,N/A
CUST006966,Business,02/01/2019,
CUST006967,Premium,2018/08/26,N/A
CUST006968,Business,2018/03/31,60A123
 CUST006969 ,,2017/12/18,60A123
CUST006970,Value,2022-05-16,
CUST006971,Value,02-17-19,N/A
CUST006972,Business,18-Feb-2020,
cust006973,Value,08-16-21,
CUST006974,Premium,05-12-19,60601
CUST006975,,16-Apr-2022,60540
CUST006976,Premium,2017-10-11,
 CUST006977 ,Value,2017-09-20,60A123
CUST006978,Premium,12-31-19,N/A
CUST006979,Business,07-Sep-2018,60A123
cust006980,Value,12-Mar-2020,60A123
CUST006981,,09-17-22,N/A
CUST006982,Business,,60540
CUST006983,Mainstream,13-Jul-2021,N/A
CUST006984,Business,20-Mar-2021,
CUST006985,Mainstream,2020/06/23,60A123
CUST006986,Business,11/09/2020,60A123
CUST006987,Business,03/24/2020,N/A
CUST006988,Mainstream,09-03-20,60A123
CUST006989,Business,08-Jun-2019,
CUST006990,Premium,2021/06/11,60A123
CUST006991,Business,2021-03-18,N/A
CUST006992,,2020/10/16,60540
CUST006993,Premium,2021/01/22,N/A
 CUST006994 ,Value,2018-03-30,60540
CUST006995,,,60A123
CUST006996,,01-31-21,60540
CUST006997,Value,10/11/2017,60A123
CUST006998,Premium,09-25-19,
CUST006999,Value,2022/10/18,60540
CUST007000,,16-Nov-2017,60601
CUST007001,Mainstream,18-Apr-2021,60540
CUST007002,Value,2018-05-02,60601
CUST007003,,06/18/2018,
CUST007004,Business,05/10/2018,60540
CUST007005,,06/16/2019,
CUST007006,Premium,10/01/2022,
CUST007007,Mainstream,20-Mar-2018,
CUST007008,Premium,01-20-19,60540
CUST007009,Value,09-21-22,N/A
CUST007010,,19-Nov-2018,
 CUST007011 ,Business,2022/09/16,N/A
CUST007012,Business,2021-11-04,60540
CUST007013,Mainstream,2017/08/09,60A123
CUST007014,Value,03-31-19,
CUST007015,Premium,06/13/2020,60601
CUST007016,,2019/07/10,
CUST007017,,08-07-20,
CUST007018,Mainstream,06-20-18,N/A
CUST007019,Premium,03/15/2019,60540
CUST007020,Business,2018/04/16,60601
 CUST007021 ,Business,2017/12/19,60601
CUST007022,,2021-05-14,
CUST007023,Mainstream,2021-05-22,
CUST007024,Business,20-Nov-2017,60540
cust007025,Premium,2021/02/24,60540
CUST007026,Premium,2019-09-07,60540
CUST007027,,09-23-20,
CUST007028,Premium,2019/08/28,N/A
CUST007029,Value,2018/01/16,60A123
CUST007030,Business,2020/05/26,60601
CUST007031,Mainstream,07-Oct-2021,
CUST007032,,01-13-20,60601
CUST007033,Value,,60601
CUST007034,Mainstream,2020/02/08,
cust007035,Mainstream,2022/10/02,60A123
CUST007036,Mainstream,2018/02/06,60601
 CUST007037 ,Value,12/30/2021,60540
CUST007038,Value,02/05/2018,
CUST007039,Mainstream,08/09/2020,N/A
CUST007040,Business,06-15-22,N/A
CUST007041,Value,15-Nov-2022,60601
CUST007042,Mainstream,04-14-21,60540
CUST007043,Business,04-13-21,N/A
CUST007044,Business,2022/10/19,60601
CUST007045,Business,2021-05-22,N/A
CUST007046,Value,29-Apr-2021,60A123
 CUST007047 ,,2018-08-18,N/A
CUST007048,Value,04/10/2018,60540
CUST007049,Value,02-Apr-2022,
CUST007050,Value,06/01/2020,60601
CUST007051,Mainstream,2022-04-21,N/A
CUST007052,Mainstream,21-Dec-2017,60540
cust007053,Premium,08/04/2017,60601
CUST007054,,12-Jun-2018,60601
CUST007055,Value,01/09/2021,60540
CUST007056,Mainstream,2017-09-20,60601
CUST007057,Mainstream,2020-06-09,N/A
CUST007058,Premium,04-26-20,
CUST007059,Mainstream,2020/01/08,60540
CUST007060,Value,06/14/2019,
CUST007061,Mainstream,2022/07/25,
CUST007062,Business,10/23/2018,N/A
CUST007063,,03-16-20,60540
CUST007064,Mainstream,2022/06/24,
CUST007065,,2017-10-24,60601
CUST007066,Mainstream,2021/01/11,60540
 CUST007067 ,Business,14-Jul-2018,60540
 CUST007068 ,Value,09-17-19,N/A
CUST007069,Mainstream,09-02-17,N/A
CUST007070,,27-Jul-2019,N/A
CUST007071,Value,10-Dec-2017,N/A
CUST007072,Mainstream,11/07/2017,
CUST007073,Value,2019/09/06,60A123
CUST007074,Mainstream,04-24-19,60601
CUST007075,Mainstream,2019-06-30,
 CUST007076 ,Mainstream,11-03-19,60540
CUST007077,,07-12-19,60601
CUST007078,,08-13-18,
 CUST007079 ,Business,,N/A
CUST007080,Value,2017-08-17,N/A
CUST007081,Premium,,
CUST007082,Value,12-17-19,60601
CUST007083,Mainstream,27-Jul-2021,60540
CUST007084,Premium,18-Apr-2018,
CUST007085,Premium,2022/05/04,N/A
CUST007086,,2022/04/07,N/A
CUST007087,Mainstream,2018-01-18,60A123
CUST007088,Premium,01/15/2018,60540
CUST007089,Value,28-Nov-2018,60601
CUST007090,,01-Jul-2022,
CUST007091,,08-Jan-2020,
CUST007092,Business,01-28-22,60540
CUST007093,,10-23-19,
CUST007094,Value,2018-09-09,
CUST007095,Premium,03-06-22,60A123
CUST007096,Business,08/25/2017,
CUST007097,,2018/01/14,60540
CUST007098,Value,10-11-22,60540
cust007099,,2019-08-21,60A123
CUST007100,Value,06-04-18,60601
CUST007101,Mainstream,2022/09/27,60540
CUST007102,Mainstream,10/24/2018,60A123
CUST007103,Value,,N/A
CUST007104,Value,,60A123
CUST007105,Business,29-Oct-2017,
CUST007106,Mainstream,2021-10-20,60601
CUST007107,Value,12-21-17,
CUST007108,,05/28/2018,60A123
CUST007109,Premium,03-04-20,60601
CUST007110,Business,2021-05-14,60601
CUST007111,,2020-09-28,
CUST007112,Value,27-Jul-2019,N/A
CUST007113,Business,2021-11-07,60601
CUST007114,Mainstream,2018-09-17,60540
CUST007115,Premium,26-Sep-2017,60A123
CUST007116,,2021-04-07,
CUST007117,Mainstream,22-Dec-2017,N/A
 CUST007118 ,Value,2021/01/03,60540
CUST007119,Premium,2019/08/14,
CUST007120,,2019/04/20,60601
CUST007121,Premium,14-Jul-2022,60540
CUST007122,,2020-05-09,60A123
CUST007123,,09-21-17,60A123
CUST007124,,26-Sep-2017,
CUST007125,Premium,11/09/2020,
CUST007126,Value,10/17/2017,60540
CUST007127,Premium,2020-01-22,60601
 CUST007128 ,Business,04-Sep-2018,60A123
CUST007129,Premium,12-24-19,N/A
CUST007130,,08/16/2019,60A123
CUST007131,,2019-01-05,60601
CUST007132,Mainstream,01/19/2021,60A123
CUST007133,Value,2018/12/21,60540
CUST007134,Premium,29-Nov-2018,60A123
CUST007135,Business,08/22/2018,60540
CUST007136,,2021/12/31,60601
CUST007137,Value,12/06/2017,
CUST007138,Value,2020/08/27,60540
CUST007139,,12-02-21,60601
CUST007140,Value,2018/12/08,60601
CUST007141,,2022/08/29,60601
CUST007142,,2022-03-25,60A123
CUST007143,Mainstream,06-11-22,60601
CUST007144,Value,24-Sep-2019,60540
 CUST007145 ,Mainstream,12/07/2018,N/A
CUST007146,Business,01-22-21,
CUST007147,Mainstream,2022-06-04,60540
CUST007148,Value,30-Sep-2020,N/A
CUST007149,Value,31-May-2021,60A123
 CUST007150 ,Premium,2017-09-06,N/A
CUST007151,,04-09-21,60601
CUST007152,Premium,2018-11-12,
CUST007153,Mainstream,30-May-2018,60540
 CUST007154 ,Business,2021/08/01,N/A
CUST007155,Mainstream,02-28-19,
CUST007156,Business,2018/07/25,60A123
CUST007157,,17-Oct-2019,N/A
CUST007158,,03-Mar-2021,
cust007159,Premium,,
CUST007160,Business,11/15/2021,
cust007161,Premium,11-Jul-2019,
 CUST007162 ,Mainstream,2017/09/06,60540
CUST007163,,,60601
CUST007164,Business,08-31-18,60A123
CUST007165,Value,2018-02-07,60540
CUST007166,Business,2017-11-14,
CUST007167,Business,12-Sep-2017,60540
CUST007168,,2020-07-20,60540
CUST007169,Value,26-Sep-2021,N/A
CUST007170,Value,2021-11-15,60A123
 CUST007171 ,Mainstream,2022/03/13,60601
CUST007172,,2020/08/06,N/A
CUST007173,Business,2019/12/08,60A123
CUST007174,Premium,02-15-19,60601
CUST007175,Value,03-22-19,60601
cust007176,Premium,07-May-2018,N/A
CUST007177,,09-Dec-2021,N/A
CUST007178,Premium,2019/10/04,60540
CUST007179,,16-Apr-2021,N/A
CUST007180,Premium,03-23-20,60540
CUST007181,,2017/10/01,N/A
CUST007182,,18-Dec-2018,N/A
CUST007183,Mainstream,15-Feb-2019,60540
cust007184,Business,02-17-19,60540
CUST007185,,12-01-19,N/A
CUST007186,Mainstream,2018-08-05,
CUST007187,Premium,09-19-19,60601
CUST007188,Mainstream,09/17/2018,N/A
CUST007189,Business,09-Dec-2018,60601
CUST007190,Value,23-Feb-2019,
cust007191,Mainstream,19-Aug-2019,
 CUST007192 ,Premium,2020/10/26,
CUST007193,,04-22-20,60540
CUST007194,Value,05-26-21,
CUST007195,,30-Nov-2017,
 CUST007196 ,Mainstream,2021-05-12,N/A
CUST007197,Business,01-Jul-2022,60A123
CUST007198,Business,01-10-19,
CUST007199,,23-Jun-2021,
CUST007200,,10/08/2019,60540
CUST007201,Premium,12/13/2020,60A123
CUST007202,,01-Feb-2022,N/A
CUST007203,Value,24-Jun-2021,60A123
CUST007204,Business,22-Mar-2021,
CUST007205,Mainstream,04/18/2021,
CUST007206,,11-28-17,N/A
 CUST007207 ,Business,,60A123
CUST007208,,23-Nov-2018,60A123
CUST007209,Premium,08-27-21,60A123
CUST007210,,10-14-19,60601
CUST007211,Value,2020/10/29,60540
cust007212,,08/31/2019,
CUST007213,Value,2021/02/04,60A123
CUST007214,Value,03/15/2020,60A123
CUST007215,Mainstream,06-24-22,N/A
CUST007216,Mainstream,09/03/2020,N/A
CUST007217,Mainstream,2020/06/15,60A123
CUST007218,Value,12-30-19,60540
cust007219,Value,11/02/2018,N/A
CUST007220,,2017/11/14,60601
CUST007221,Value,2020-10-13,60540
CUST007222,Value,05/06/2020,
CUST007223,Premium,01-24-22,N/A
CUST007224,Mainstream,2020/03/31,N/A
cust007225,,03/23/2018,60540
CUST007226,,12-Dec-2021,60A123
CUST007227,Mainstream,11/10/2021,60601
cust007228,Premium,01/24/2022,60601
CUST007229,,06-May-2018,60601
CUST007230,Premium,2018/03/07,60540
CUST007231,Value,11/01/2019,60A123
CUST007232,Mainstream,2022-06-11,60540
CUST007233,Mainstream,2021-04-25,60A123
CUST007234,Premium,,
CUST007235,,07-04-20,60601
CUST007236,Value,02-21-19,60540
CUST007237,Mainstream,2019/02/27,
CUST007238,Value,30-Apr-2021,60A123
CUST007239,Business,08/06/2018,
CUST007240,,11/03/2020,N/A
CUST007241,Mainstream,2020-12-16,60A123
CUST007242,Mainstream,2020/05/02,60601
CUST007243,Value,30-Sep-2020,60601
CUST007244,Mainstream,2021/11/12,60A123
CUST007245,Business,13-Feb-2022,60A123
 CUST007246 ,Premium,2022/05/15,60601
CUST007247,Mainstream,2017/07/24,
CUST007248,Business,,60540
CUST007249,Value,14-Oct-2020,
CUST007250,,07-May-2021,60540
CUST007251,Value,02-21-20,60601
 CUST007252 ,,2018/06/28,60A123
CUST007253,Premium,05-21-18,60A123
CUST007254,Value,2021/11/23,60A123
CUST007255,Value,2022/01/05,60A123
CUST007256,Business,2017-11-21,60540
CUST007257,Premium,02-Aug-2019,60540
CUST007258,Business,04-12-18,N/A
CUST007259,,,N/A
CUST007260,Mainstream,2018-10-01,N/A
CUST007261,Value,11/07/2017,
CUST007262,,02-16-22,60A123
CUST007263,,10/02/2021,60540
CUST007264,Mainstream,01/29/2019,N/A
CUST007265,Mainstream,31-Dec-2021,60A123
CUST007266,Mainstream,2018-10-22,60A123
CUST007267,Value,2021-07-10,N/A
CUST007268,Value,,
CUST007269,,01-13-19,60A123
CUST007270,Premium,2022-11-10,60601
CUST007271,Value,10/03/2021,
cust007272,Business,05-10-20,60601
CUST007273,Mainstream,05/01/2019,60601
CUST007274,Premium,10-Feb-2020,
CUST007275,,27-Jul-2019,60A123
CUST007276,Business,,60540
cust007277,Business,07-Jan-2022,N/A
 CUST007278 ,Premium,01-Oct-2020,N/A
CUST007279,Business,10/05/2022,60540
CUST007280,Business,2019/01/22,N/A
 CUST007281 ,Value,08-Aug-2017,60540
CUST007282,Premium,15-Feb-2020,N/A
CUST007283,Mainstream,,60601
CUST007284,Premium,04-Dec-2017,N/A
CUST007285,Mainstream,2021/11/22,60601
CUST007286,Mainstream,06-28-22,
CUST007287,,10-09-19,60540
CUST007288,Business,,
CUST007289,Premium,2020-02-10,60A123
CUST007290,Business,10/30/2021,
CUST007291,Premium,2019-06-03,60540
CUST007292,,08/28/2021,
CUST007293,Business,2022-05-28,60601
CUST007294,Premium,12-24-19,60A123
CUST007295,Value,25-Dec-2018,
cust007296,Value,2021-06-21,60A123
CUST007297,,11/14/2019,60540
CUST007298,Business,09-20-19,60540
CUST007299,,10/05/2018,60A123
 CUST007300 ,Value,2017/07/28,60601
CUST007301,Business,21-Oct-2017,60A123
CUST007302,Value,03-May-2019,
CUST007303,Business,06-29-19,60601
CUST007304,Premium,2018/09/02,60540
CUST007305,Mainstream,2020/06/06,
CUST007306,Premium,08/06/2017,60A123
CUST007307,Mainstream,03-10-18,N/A
cust007308,Premium,25-Jan-2021,
CUST007309,Business,11/14/2019,60540
CUST007310,Mainstream,2022-03-15,60540
CUST007311,Value,2022/08/12,
CUST007312,,2021/06/27,60540
CUST007313,Premium,2018-10-01,60601
 CUST007314 ,Business,2018/01/03,60A123
cust007315,Business,24-Dec-2017,60A123
CUST007316,Business,26-Jan-2018,60540
CUST007317,Mainstream,,
CUST007318,Business,2020-10-10,
CUST007319,Premium,,60540
CUST007320,Value,12/08/2020,60601
CUST007321,,18-Aug-2021,60601
 CUST007322 ,Business,2018/02/06,
CUST007323,Mainstream,2018/11/30,N/A
CUST007324,Mainstream,11-Oct-2020,N/A
CUST007325,Value,2021/07/24,60A123
CUST007326,Value,04-04-19,60540
CUST007327,,2018-06-05,60A123
CUST007328,Mainstream,03-20-20,60601
CUST007329,,04/16/2020,
CUST007330,Mainstream,2021/10/04,N/A
cust007331,Business,11-13-18,60A123
CUST007332,Business,2018/05/11,60540
CUST007333,,06/12/2018,60601
CUST007334,,24-Sep-2018,60540
CUST007335,Mainstream,2020-06-14,60A123
 CUST007336 ,,2021-02-15,N/A
CUST007337,Value,05-Dec-2020,60601
CUST007338,Premium,05-Aug-2018,60540
CUST007339,Premium,2019/10/13,60540
CUST007340,,06-25-19,60540
CUST007341,Mainstream,2018-03-11,60601
CUST007342,Mainstream,03-Sep-2018,N/A
CUST007343,Premium,07-Aug-2020,N/A
CUST007344,Value,10-30-19,
CUST007345,Premium,05/14/2022,60A123
CUST007346,,2018/07/03,N/A
CUST007347,Mainstream,2021-08-20,N/A
 CUST007348 ,Premium,01-Nov-2017,60A123
CUST007349,,27-Nov-2022,60540
CUST007350,Premium,13-Sep-2021,60601
CUST007351,Premium,2021-06-14,60601
CUST007352,,2021/07/27,N/A
CUST007353,Business,2021/07/10,
CUST007354,Mainstream,2017-11-14,60A123
CUST007355,Business,03/15/2018,
CUST007356,Business,2022/04/03,60540
 CUST007357 ,Business,2021-07-22,
CUST007358,Business,08-03-21,
CUST007359,,07-Dec-2021,60540
CUST007360,Value,10/16/2018,60540
CUST007361,,2018-12-19,
 CUST007362 ,Premium,10-Aug-2022,60A123
CUST007363,Mainstream,,60540
CUST007364,Mainstream,02/24/2021,60A123
cust007365,Premium,07-21-22,
CUST007366,Premium,2018-08-02,60A123
CUST007367,Premium,07-21-21,60601
CUST007368,Premium,2022/03/24,60A123
CUST007369,Value,30-Dec-2021,60A123
CUST007370,Mainstream,2018-02-28,60540
CUST007371,Business,10/03/2019,
CUST007372,Value,16-Nov-2018,N/A
CUST007373,Business,,N/A
CUST007374,,2020-10-14,60A123
CUST007375,Premium,04/06/2019,60540
CUST007376,Premium,2019-01-17,
CUST007377,Business,2017/10/10,60601
CUST007378,,02-09-21,60A123
CUST007379,Value,09/29/2019,60601
CUST007380,,2020-04-20,60601
CUST007381,Premium,2022/06/11,N/A
CUST007382,Value,15-Nov-2022,
CUST007383,Premium,09-23-22,60601
CUST007384,Mainstream,06-11-18,60601
CUST007385,Premium,2019-04-11,60A123
CUST007386,Premium,12-Apr-2021,60601
CUST007387,Mainstream,2022-07-12,60601
CUST007388,Business,2020/05/22,
CUST007389,Value,2018-04-22,
CUST007390,Business,12-03-21,60601
CUST007391,Business,07-Dec-2021,60A123
CUST007392,Value,03-07-21,60601
CUST007393,,02-Mar-2019,60A123
CUST007394,Business,2022/05/19,
CUST007395,Mainstream,2019/04/01,N/A
CUST007396,Premium,2019/05/25,N/A
CUST007397,Value,2019/02/16,N/A
CUST007398,Business,03/02/2020,60540
CUST007399,Business,08/30/2021,60601
 CUST007400 ,Premium,2018-10-10,
CUST007401,,04/25/2020,
CUST007402,Business,2018/03/07,N/A
CUST007403,Premium,2020/10/08,N/A
CUST007404,Mainstream,04/04/2019,N/A
CUST007405,Value,18-Jul-2021,60540
CUST007406,,2018-09-08,60A123
cust007407,Business,2021/12/03,60540
CUST007408,Premium,2018-03-11,60540
CUST007409,Premium,17-Feb-2020,N/A
CUST007410,Value,2017/11/25,60601
CUST007411,Premium,02/17/2019,N/A
CUST007412,Business,03/03/2018,60601
CUST007413,Business,03-08-22,60601
CUST007414,Business,2019/10/08,
CUST007415,Value,05/22/2021,60A123
CUST007416,Mainstream,04-28-21,N/A
CUST007417,Value,2022-08-26,60A123
CUST007418,,04-10-22,60601
CUST007419,Premium,07/02/2021,60601
CUST007420,,09/26/2017,60A123
CUST007421,Premium,2022-06-23,N/A
CUST007422,Mainstream,2019/06/07,
CUST007423,,06-02-22,60540
CUST007424,Business,07/18/2020,N/A
CUST007425,Value,2020-09-09,60601
CUST007426,,28-Aug-2020,60601
CUST007427,Value,06-15-21,60601
CUST007428,Business,2020-04-26,60A123
CUST007429,,2021/05/18,N/A
CUST007430,,06-02-20,N/A
CUST007431,,07/28/2017,60601
CUST007432,,2018/02/24,60540
CUST007433,Value,04/15/2020,60A123
CUST007434,Premium,09/09/2020,
CUST007435,Mainstream,2017/07/19,N/A
CUST007436,Mainstream,2017-12-14,N/A
CUST007437,Premium,2020/11/09,N/A
CUST007438,,02/06/2022,N/A
CUST007439,Value,2020-06-23,60601
CUST007440,,2022/09/07,60A123
CUST007441,Mainstream,29-Sep-2021,60601
CUST007442,Premium,2022/07/31,60540
CUST007443,Value,03-30-21,60540
CUST007444,,08-Oct-2021,60A123
CUST007445,Business,03/22/2020,60A123
CUST007446,,06/23/2020,60601
CUST007447,Premium,2020/05/27,60540
CUST007448,Business,2021/02/19,N/A
CUST007449,Business,2022/04/26,60540
CUST007450,Business,28-Feb-2020,60601
CUST007451,Value,2021-03-13,60540
CUST007452,,10-07-19,60540
CUST007453,Premium,08-21-22,N/A
CUST007454,Premium,2018-09-13,60601
CUST007455,Business,2019/05/16,
CUST007456,,2022/10/02,
CUST007457,,2019-05-07,60A123
CUST007458,Premium,2019/01/13,N/A
CUST007459,Mainstream,2019-10-05,60540
CUST007460,Mainstream,10-07-18,
CUST007461,Business,01/30/2022,
CUST007462,,02-Apr-2019,60601
CUST007463,,2018/05/18,
 CUST007464 ,Value,09-01-18,60540
CUST007465,Premium,24-Oct-2022,
CUST007466,Premium,02/09/2021,N/A
CUST007467,,11-18-21,60601
